"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:22:15,3437664","pafish64.exe","12688","RegEnumKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\LanguagePack\SurrogateFallback","SUCCESS","Index: 3, Name: SimSun"
"16:22:15,3442518","pafish64.exe","12688","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\LanguagePack\SurrogateFallback","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"16:22:15,3443045","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\LanguagePack\SurrogateFallback\System","NAME NOT FOUND","Desired Access: Query Value"
"16:22:15,3443621","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\LanguagePack\SurrogateFallback","SUCCESS",""
"16:22:16,2877143","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 1 753 088, Working Set: 9 875 456"
"16:22:17,2868645","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 1 736 704, Working Set: 9 875 456"
"16:22:18,2881250","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 1 736 704, Working Set: 9 883 648"
"16:22:18,2925628","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:18,2926517","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS","Desired Access: Query Value"
"16:22:18,2927541","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE\LaunchUserOOBE","NAME NOT FOUND","Length: 16"
"16:22:18,2928883","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS",""
"16:22:18,3188486","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:18,3190299","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 727, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:18,3190777","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 727, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:18,3191259","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 1 727, Length: 56, Priority: Normal"
"16:22:18,3194059","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:18,3196167","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:18,3225212","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_sandbox_rtt_confirm_dialog","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:18,3228134","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_sandbox_rtt_confirm_dialog","SUCCESS",""
"16:22:18,3229215","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_sandbox_rtt_confirm_dialog","SUCCESS",""
"16:22:18,3530938","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:18,3531289","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS","Desired Access: Query Value"
"16:22:18,3531761","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE\LaunchUserOOBE","NAME NOT FOUND","Length: 16"
"16:22:18,3532332","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS",""
"16:22:19,2963904","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 1 744 896, Working Set: 10 031 104"
"16:22:20,2917052","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 1 744 896, Working Set: 10 031 104"
"16:22:21,2892725","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 1 744 896, Working Set: 10 031 104"
"16:22:21,3435276","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:21,3436286","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS","Desired Access: Query Value"
"16:22:21,3437345","pafish64.exe","12688","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE\LaunchUserOOBE","NAME NOT FOUND","Length: 16"
"16:22:21,3438436","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\OOBE","SUCCESS",""
"16:22:21,3686025","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:21,3687586","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 783, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:21,3687813","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 783, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:21,3688206","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 1 783, Length: 71, Priority: Normal"
"16:22:21,3690137","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:21,3692590","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:21,3756263","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_sandbox_rtt_implausible_confirm_dialog","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:21,3757353","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_sandbox_rtt_implausible_confirm_dialog","SUCCESS",""
"16:22:21,3757613","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_sandbox_rtt_implausible_confirm_dialog","SUCCESS",""
"16:22:21,3958488","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\Users\LGE\Downloads\SspiCli.dll","FAST IO DISALLOWED",""
"16:22:21,3959448","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\SspiCli.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:22:21,3961253","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\Windows\System32\sspicli.dll","FAST IO DISALLOWED",""
"16:22:21,3962421","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\sspicli.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:21,3963015","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Windows\System32\sspicli.dll","SUCCESS","Type: QueryBasicInformationFile, CreationTime: 14/01/2026 09:31:55, LastAccessTime: 23/01/2026 16:20:15, LastWriteTime: 14/01/2026 09:31:55, ChangeTime: 14/01/2026 10:35:33, FileAttributes: A"
"16:22:21,3963198","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3963459","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3964502","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\sspicli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:21,3965127","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\sspicli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"16:22:21,3965298","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3965489","pafish64.exe","12688","FASTIO_ACQUIRE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\sspicli.dll","SUCCESS","SyncType: SyncTypeOther"
"16:22:21,3965612","pafish64.exe","12688","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3968143","pafish64.exe","12688","Load Image","C:\Windows\System32\sspicli.dll","SUCCESS","Image Base: 0x7ffb7d2e0000, Image Size: 0x32000"
"16:22:21,3970656","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3971203","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3974282","pafish64.exe","12688","IRP_MJ_CREATE","C:\Windows\System32\sspicli.dll","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: , Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:22:21,3975141","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\sspicli.dll","BUFFER OVERFLOW","Information: Owner"
"16:22:21,3975464","pafish64.exe","12688","IRP_MJ_QUERY_SECURITY","C:\Windows\System32\sspicli.dll","SUCCESS","Information: Owner"
"16:22:21,3975757","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3976102","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Windows\System32\sspicli.dll","SUCCESS",""
"16:22:21,3983589","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:21,3983867","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Hvsi","REPARSE","Desired Access: Read"
"16:22:21,3984161","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Control\Hvsi","SUCCESS","Desired Access: Read"
"16:22:21,3984434","pafish64.exe","12688","RegQueryValue","HKLM\System\CurrentControlSet\Control\Hvsi\IsHvsiContainer","NAME NOT FOUND","Length: 16"
"16:22:21,3984674","pafish64.exe","12688","RegCloseKey","HKLM\System\CurrentControlSet\Control\Hvsi","SUCCESS",""
"16:22:21,4189213","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\sample.exe","FAST IO DISALLOWED",""
"16:22:21,4190644","pafish64.exe","12688","IRP_MJ_CREATE","C:\sample.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:22:21,4192894","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","C:\malware.exe","FAST IO DISALLOWED",""
"16:22:21,4193963","pafish64.exe","12688","IRP_MJ_CREATE","C:\malware.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:22:21,4218359","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","G:\sample.exe","FAST IO DISALLOWED",""
"16:22:21,4224088","pafish64.exe","12688","IRP_MJ_CREATE","G:\sample.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:22:21,4234644","pafish64.exe","12688","FASTIO_NETWORK_QUERY_OPEN","G:\malware.exe","FAST IO DISALLOWED",""
"16:22:21,4242314","pafish64.exe","12688","IRP_MJ_CREATE","G:\malware.exe","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"16:22:21,4717610","pafish64.exe","12688","IRP_MJ_CREATE","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Open For Free Space Query, Attributes: n/a, ShareMode: None, AllocationSize: n/a, OpenResult: Opened"
"16:22:21,4718316","pafish64.exe","12688","IRP_MJ_QUERY_VOLUME_INFORMATION","C:\","SUCCESS","Type: QuerySizeInformationVolume, TotalAllocationUnits: 15 577 826, AvailableAllocationUnits: 7 138 961, SectorsPerAllocationUnit: 8, BytesPerSector: 512"
"16:22:21,4718726","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\","SUCCESS",""
"16:22:21,4718994","pafish64.exe","12688","IRP_MJ_CLOSE","C:\","SUCCESS",""
"16:22:21,4720705","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:21,4721534","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 854, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:21,4721722","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 854, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:21,4721909","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 1 854, Length: 81, Priority: Normal"
"16:22:21,4723077","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:21,4724654","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:21,4755879","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_sandbox_drive_size2","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:21,4756646","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_sandbox_drive_size2","SUCCESS",""
"16:22:21,4756866","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_sandbox_drive_size2","SUCCESS",""
"16:22:22,1420837","pafish64.exe","12688","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"16:22:22,1421559","pafish64.exe","12688","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,1422084","pafish64.exe","12688","RegOpenKey","HKCU\SOFTWARE\Wine","SUCCESS","Desired Access: Read"
"16:22:22,1422503","pafish64.exe","12688","RegCloseKey","HKCU\SOFTWARE\Wine","SUCCESS",""
"16:22:22,1425131","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:22,1426518","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 935, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:22,1426763","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 935, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:22,1427035","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 1 935, Length: 55, Priority: Normal"
"16:22:22,1428052","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:22,1429561","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:22,1460495","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_wine","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:22,1461437","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_wine","SUCCESS",""
"16:22:22,1461681","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_wine","SUCCESS",""
"16:22:22,1684818","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,1685047","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\DEVICEMAP\Scsi\Scsi Port 0\Scsi Bus 0\Target Id 0\Logical Unit Id 0","NAME NOT FOUND","Desired Access: Read"
"16:22:22,1968971","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,1969307","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\Description\System","SUCCESS","Desired Access: Read"
"16:22:22,1969675","pafish64.exe","12688","RegQueryValue","HKLM\HARDWARE\DESCRIPTION\System\SystemBiosVersion","SUCCESS","Type: REG_MULTI_SZ, Length: 26, Data: DELL - 2024"
"16:22:22,1969900","pafish64.exe","12688","RegQueryValue","HKLM\HARDWARE\DESCRIPTION\System\SystemBiosVersion","SUCCESS","Type: REG_MULTI_SZ, Length: 26, Data: DELL - 2024"
"16:22:22,1970160","pafish64.exe","12688","RegCloseKey","HKLM\HARDWARE\DESCRIPTION\System","SUCCESS",""
"16:22:22,2149978","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2150286","pafish64.exe","12688","RegOpenKey","HKLM\SOFTWARE\Oracle\VirtualBox Guest Additions","SUCCESS","Desired Access: Read"
"16:22:22,2150704","pafish64.exe","12688","RegCloseKey","HKLM\SOFTWARE\Oracle\VirtualBox Guest Additions","SUCCESS",""
"16:22:22,2152829","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:22,2153723","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 990, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:22,2153920","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 1 990, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:22,2154123","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 1 990, Length: 90, Priority: Normal"
"16:22:22,2154950","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:22,2156322","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:22,2179936","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_virtualbox","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:22,2180614","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_virtualbox","SUCCESS",""
"16:22:22,2180827","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_virtualbox","SUCCESS",""
"16:22:22,2322027","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2322350","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\Description\System","SUCCESS","Desired Access: Read"
"16:22:22,2322718","pafish64.exe","12688","RegQueryValue","HKLM\HARDWARE\DESCRIPTION\System\VideoBiosVersion","NAME NOT FOUND","Length: 144"
"16:22:22,2323009","pafish64.exe","12688","RegCloseKey","HKLM\HARDWARE\DESCRIPTION\System","SUCCESS",""
"16:22:22,2445363","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2445631","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\ACPI\DSDT\VBOX__","SUCCESS","Desired Access: Read"
"16:22:22,2446003","pafish64.exe","12688","RegCloseKey","HKLM\HARDWARE\ACPI\DSDT\VBOX__","SUCCESS",""
"16:22:22,2448110","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:22,2449689","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 2 080, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:22,2450120","pafish64.exe","12688","FASTIO_QUERY_INFORMATION","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Type: QueryStandardInformationFile, AllocationSize: 4 096, EndOfFile: 2 080, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:22:22,2450339","pafish64.exe","12688","IRP_MJ_WRITE","C:\Users\LGE\Downloads\pafish.log","SUCCESS","Offset: 2 080, Length: 73, Priority: Normal"
"16:22:22,2451458","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:22,2452692","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\pafish.log","SUCCESS",""
"16:22:22,2475548","pafish64.exe","12688","IRP_MJ_CREATE","C:\Users\LGE\Downloads\hi_virtualbox","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Opened"
"16:22:22,2476250","pafish64.exe","12688","IRP_MJ_CLEANUP","C:\Users\LGE\Downloads\hi_virtualbox","SUCCESS",""
"16:22:22,2476471","pafish64.exe","12688","IRP_MJ_CLOSE","C:\Users\LGE\Downloads\hi_virtualbox","SUCCESS",""
"16:22:22,2576321","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2576573","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\ACPI\FADT\VBOX__","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2685833","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2686072","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\ACPI\RSDT\VBOX__","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2808409","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2808672","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\VBoxGuest","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2809079","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2809256","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\VBoxMouse","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2809549","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2809718","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\VBoxService","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2809990","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2810175","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\VBoxSF","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2810465","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2810630","pafish64.exe","12688","RegOpenKey","HKLM\System\CurrentControlSet\Services\VBoxVideo","NAME NOT FOUND","Desired Access: Read"
"16:22:22,2889996","pafish64.exe","12688","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.2656250 seconds, Private Bytes: 1 769 472, Working Set: 10 014 720"
"16:22:22,2947858","pafish64.exe","12688","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"16:22:22,2948104","pafish64.exe","12688","RegOpenKey","HKLM\HARDWARE\DESCRIPTION\System","SUCCESS","Desired Access: Read"
"16:22:22,2948426","pafish64.exe","12688","RegQueryValue","HKLM\HARDWARE\DESCRIPTION\System\SystemBiosDate","SUCCESS","Type: REG_SZ, Length: 18, Data: 05/12/23"
